Table 1
id,acct_code_set_description,company,ref_number,date,vendor_employee,FF2,standardized_reclamation_cost_estimator,item_description,amount
637,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,ESPRESSO COFFEE TBLE,198.00 
638,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,ESPRESSO COFFEE TBLE,17.33 
639,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,LIBSON ALUMINUM CHAIR,299.00 
640,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,LIBSON ALUMINUM CHAIR,26.16 
641,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,ROMA TV ARMOIRE COFFEE,450.00 
642,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,ROMA TV ARMOIRE COFFEE,39.38 
643,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,BUNGIE LOW BCK OFC CHAIR,199.00 
644,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,BUNGIE LOW BCK OFC CHAIR,17.41 
645,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,WALNUT CRESCENT DESK,250.00 
646,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,WALNUT CRESCENT DESK,21.88 
647,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,WALNUT LATERAL DSK FILE CABNT,341.00 
648,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,WALNUT LATERAL DSK FILE CABNT,29.84 
649,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,3X WALNUT HUTCH 32X43,510.00 
650,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,3X WALNUT HUTCH 32X43,44.60 
651,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1754 ,04/07/11,SMITHnRICHARD B.,LP,PCV,FRIGIDAIRE STNLESS VENTHOOD,79.98 
652,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1754 ,04/07/11,SMITHnRICHARD B.,TAX,PCV,FRIGIDAIRE STNLESS VENTHOOD,7.00 
653,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1754 ,04/07/11,SMITHnRICHARD B.,LP,PCV,GE STNLESS MICROWAVE COMEAUX,308.99 
654,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1754 ,04/07/11,SMITHnRICHARD B.,TAX,PCV,GE STNLESS MICROWAVE COMEAUX,27.81 
655,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1754 ,04/07/11,SMITHnRICHARD B.,LP,PCV,FRGDR STNLSS GAS STV COUMEAUX,393.60 
656,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1754 ,04/07/11,SMITHnRICHARD B.,TAX,PCV,FRGDR STNLSS GAS STV COUMEAUX,34.44 
657,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1862 ,04/07/11,AMERICAN EXPRESS,LP,AX,BAR SINK_LOWES,95.00 
658,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1862 ,04/07/11,AMERICAN EXPRESS,TAX,AX,BAR SINK_LOWES,8.31 
659,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1864 ,04/07/11,AMERICAN EXPRESS,LP,AX,WHT MAGICCHEF REFER_HOME DEPOT,298.00 
660,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1864 ,04/07/11,AMERICAN EXPRESS,TAX,AX,WHT MAGICCHEF REFER_HOME DEPOT,26.82 
661,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1877 ,04/07/11,AMERICAN EXPRESS,LP,AX,2XMALAY NGHTSTNDS_COSTPLUS,259.98 
662,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1877 ,04/07/11,AMERICAN EXPRESS,TAX,AX,2XMALAY NGHTSTNDS_COSTPLUS,22.75 
663,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1877 ,04/07/11,AMERICAN EXPRESS,LP,AX,OATML DRAPER BED_COSTPLUS,399.99 
664,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1877 ,04/07/11,AMERICAN EXPRESS,TAX,AX,OATML DRAPER BED_COSTPLUS,35.00 
665,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1877 ,04/07/11,AMERICAN EXPRESS,LP,AX,3X MOCHA MURPHY SOFA_COSTPLUS,1799.97 
666,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1877 ,04/07/11,AMERICAN EXPRESS,TAX,AX,3X MOCHA MURPHY SOFA_COSTPLUS,157.50 
667,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1880 ,04/07/11,AMERICAN EXPRESS,LP,AX,2X CREAM CHRS_LE BOULEVARD,320.00 
668,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1880 ,04/07/11,AMERICAN EXPRESS,TAX,AX,2X CREAM CHRS_LE BOULEVARD,28.00 
669,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,PALM GROVE CHR_ETHAN ALLEN,395.00 
670,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,DONATELLA CONSOLE_ETHAN ALLEN,638.00 
671,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,DONATELLA CONSOLE_ETHAN ALLEN,55.83 
672,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,PEDESTAL TBL_ETHAN ALLEN,350.00 
673,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,PEDESTAL TBL_ETHAN ALLEN,30.63 
674,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,PINEAPPLE BOOKENDS_ETHAN ALLEN,135.00 
675,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,PINEAPPLE BOOKENDS_ETHAN ALLEN,11.81 
676,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,BLK TWIST LAMP_ETHAN ALLEN,189.00 
677,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,BLK TWIST LAMP_ETHAN ALLEN,16.54 
678,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,LRG SVC TRAY_ETHAN ALLEN,101.00 
679,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,LRG SVC TRAY_ETHAN ALLEN,8.84 
680,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,NIKKO BOUND_ETHAN ALLEN,419.00 
681,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,NIKKO BOUND_ETHAN ALLEN,36.66 
682,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,2X PORCELAIN TBL LAMP_ETHAN AL,358.00 
683,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,2X PORCELAIN TBL LAMP_ETHAN AL,31.32 
684,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,LRG CANVAS BOX_ETHAN ALLEN,179.00 
685,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,LRG CANVAS BOX_ETHAN ALLEN,15.66 
686,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,WHT TWIST TBL LAMP_ETHAN ALLEN,198.00 
687,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,WHT TWIST TBL LAMP_ETHAN ALLEN,17.33 
688,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,BRONZE URN_ETHAN ALLEN,119.50 
689,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,BRONZE URN_ETHAN ALLEN,10.46 
690,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,LP,AX,ECHO BENCH_ETHAN ALLEN,305.00 
691,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,ECHO BENCH_ETHAN ALLEN,26.69 
692,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1881 ,04/07/11,AMERICAN EXPRESS,TAX,AX,PALM GROVE CHR_ETHAN ALLEN,34.56 
693,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1882 ,04/07/11,AMERICAN EXPRESS,LP,AX,SM PATTERN CANVAS BOX_ETHAN AL,170.00 
694,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1882 ,04/07/11,AMERICAN EXPRESS,TAX,AX,SM PATTERN CANVAS BOX_ETHAN AL,14.88 
695,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1883 ,04/07/11,AMERICAN EXPRESS,LP,AX,MINK END TABLE_ETHAN ALLEN,449.00 
696,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1883 ,04/07/11,AMERICAN EXPRESS,TAX,AX,MINK END TABLE_ETHAN ALLEN,40.41 
697,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1886 ,04/07/11,AMERICAN EXPRESS,LP,AX,2X MAHOGANY CABINET_LE BOULEVA,698.00 
698,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1886 ,04/07/11,AMERICAN EXPRESS,TAX,AX,2X MAHOGANY CABINET_LE BOULEVA,61.08 
699,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2025 ,04/12/11,PICTURE PERFECT UPHOLSTERY,LP,AP,2X CLUB CHAIRS,700.00 
700,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,UPHLSTRD QUEEN HDBRD INSERT,100.00 
701,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,UPHLSTRD QUEEN HDBRD INSERT,8.75 
702,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,CHOC QUEEN BED,919.00 
703,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,CHOC QUEEN BED,80.41 
704,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,4_ARM NICKEL CHANDELIER,699.00 
705,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,4_ARM NICKEL CHANDELIER,61.16 
706,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,FAUX LILACS IN SQR GLASS VASE,280.00 
707,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,FAUX LILACS IN SQR GLASS VASE,24.50 
708,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,SHAPED LEG TABLE,499.00 
709,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,SHAPED LEG TABLE,43.66 
710,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,ADLER OVAL COFFEE TABLE,829.00 
711,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,ADLER OVAL COFFEE TABLE,72.54 
712,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,MODERN TRAY TABLE,539.00 
713,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,MODERN TRAY TABLE,47.16 
714,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,5.5INCH FAUX PALM IN VASE,349.00 
715,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,5.5INCH FAUX PALM IN VASE,30.54 
716,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,PLUM VASE CYLINDER LAMP,199.00 
717,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,PLUM VASE CYLINDER LAMP,17.42 
718,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,FAUX ORCHID IN BRONZE BOWL,202.00 
719,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,FAUX ORCHID IN BRONZE BOWL,17.67 
720,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,VINTAGE BEACH RUG,599.00 
721,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,VINTAGE BEACH RUG,52.41 
722,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,2X QUEEN MATTRESSES,400.00 
723,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,2X QUEEN MATTRESSES,35.00 
724,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,LP,AP,TURNED WOOD FLOOR LAMP,629.00 
725,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2026 ,04/12/11,GRAND GALLERY INC,TAX,AP,TURNED WOOD FLOOR LAMP,55.04 
726,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2509 ,04/19/11,AMERICAN EXPRESS,LP,AX,3X ACCENT LAMPS_HOBBY LOBBY,179.98 
727,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2509 ,04/19/11,AMERICAN EXPRESS,TAX,AX,3X ACCENT LAMPS_HOBBY LOBBY,16.20 
728,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2510 ,04/19/11,AMERICAN EXPRESS,LP,AX,2X M.O.P. LAMPS_PIER 1,300.00 
729,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2510 ,04/19/11,AMERICAN EXPRESS,TAX,AX,2X M.O.P. LAMPS_PIER 1,26.25 
730,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2510 ,04/19/11,AMERICAN EXPRESS,LP,AX,3X BRN LTHR BARSTLS_PIER1,509.85 
731,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2510 ,04/19/11,AMERICAN EXPRESS,TAX,AX,3X BRN LTHR BARSTLS_PIER1,44.61 
732,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2513 ,04/19/11,AMERICAN EXPRESS,LP,AX,3X BRN LTHR BARSTLS_PIER 1,509.85 
733,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2513 ,04/19/11,AMERICAN EXPRESS,TAX,AX,3X BRN LTHR BARSTLS_PIER 1,44.61 
734,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2514 ,04/19/11,AMERICAN EXPRESS,LP,AX,2X QUEEN COMFORTER_BB&B,299.98 
735,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2514 ,04/19/11,AMERICAN EXPRESS,TAX,AX,2X QUEEN COMFORTER_BB&B,26.25 
736,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2566 ,04/19/11,DAVIS DRAPERY & INTERIORS INC,LP,AP,BAL DUE 5PR CREAM SHEERS W/ROD,390.87 
737,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2566 ,04/19/11,DAVIS DRAPERY & INTERIORS INC,TAX,AP,BAL DUE 5PR CREAM SHEERS W/ROD,35.18 
738,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2566 ,04/19/11,DAVIS DRAPERY & INTERIORS INC,LP,AP,BAL DUE 3X LINED FABRC DRPES,225.00 
739,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2566 ,04/19/11,DAVIS DRAPERY & INTERIORS INC,TAX,AP,BAL DUE 3X LINED FABRC DRPES,20.25 
740,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2566 ,04/19/11,DAVIS DRAPERY & INTERIORS INC,LP,AP,BAL DUE 9X RODS,250.65 
741,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2566 ,04/19/11,DAVIS DRAPERY & INTERIORS INC,TAX,AP,BAL DUE 9X RODS,22.56 
742,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2566 ,04/19/11,DAVIS DRAPERY & INTERIORS INC,LP,AP,BAL DUE DRAPERY INSTALLATION,888.98 
743,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2671 ,04/19/11,SMITHnERIKA,LP,PCV,MANAGER CHAIR OFFICE MAX,139.99 
744,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,2671 ,04/19/11,SMITHnERIKA,TAX,PCV,MANAGER CHAIR OFFICE MAX,12.25 
745,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 30X30 POSTER FRAME_LE,89.20 
746,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 26X26 FRM W/GLASS_LEM,143.23 
747,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 (3)26X26 FRMS_LEMIEUX,229.94 
748,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 18X36 FRM W/GLASS_LEM,124.64 
749,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 (3)18X36 FRMS _LEMIEU,328.91 
750,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 (2)24X12 FRM_LEMIEUX,99.04 
751,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 (6)24X12 FRM_LEMIEUX,225.00 
752,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 30X8 FRM_LEMIEUX,77.62 
753,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3551 ,04/28/11,AMERICAN EXPRESS,LP,AX,PMT 1OF2 18X18 FRM_LEMIEUX,98.04 
754,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3596 ,04/28/11,AMERICAN EXPRESS,LP,AX,OATML DRAPER BED_COST PLUS,399.99 
755,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3596 ,04/28/11,AMERICAN EXPRESS,TAX,AX,OATML DRAPER BED_COST PLUS,36.00 
756,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3597 ,04/28/11,AMERICAN EXPRESS,LP,AX,BRN LTHR BARSTOOL_PIER 1,169.95 
757,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3597 ,04/28/11,AMERICAN EXPRESS,TAX,AX,BRN LTHR BARSTOOL_PIER 1,14.87 
758,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3598 ,04/28/11,AMERICAN EXPRESS,LP,AX,MURPHY MOCHA SOFA_PIER 1,589.99 
759,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3598 ,04/28/11,AMERICAN EXPRESS,TAX,AX,MURPHY MOCHA SOFA_PIER 1,51.62 
760,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3600 ,04/28/11,AMERICAN EXPRESS,LP,AX,MURPHY MOCHA SOFA,599.99 
761,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3600 ,04/28/11,AMERICAN EXPRESS,TAX,AX,MURPHY MOCHA SOFA,52.50 
762,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3601 ,04/28/11,AMERICAN EXPRESS,LP,AX,2X FOGO SIDE CHRS_SCANDINAVIA,358.00 
763,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3601 ,04/28/11,AMERICAN EXPRESS,TAX,AX,2X FOGO SIDE CHRS_SCANDINAVIA,31.33 
764,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3604 ,04/28/11,AMERICAN EXPRESS,LP,AX,CRM COMFORTER SET_BB&B,179.99 
765,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3604 ,04/28/11,AMERICAN EXPRESS,TAX,AX,CRM COMFORTER SET_BB&B,15.75 
766,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3607 ,04/28/11,AMERICAN EXPRESS,LP,AX,MURPHY MOCHA SOFA_COSTPLUS,599.99 
767,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3607 ,04/28/11,AMERICAN EXPRESS,TAX,AX,MURPHY MOCHA SOFA_COSTPLUS,52.50 
768,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3613 ,04/28/11,AMERICAN EXPRESS,LP,AX,WHT CEILING FAN_LIGHTING INC,242.90 
769,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3613 ,04/28/11,AMERICAN EXPRESS,TAX,AX,WHT CEILING FAN_LIGHTING INC,21.86 
770,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3613 ,04/28/11,AMERICAN EXPRESS,LP,AX,2X BRZN SCONES_LIGHTING INC,230.00 
771,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3613 ,04/28/11,AMERICAN EXPRESS,TAX,AX,2X BRZN SCONES_LIGHTING INC,20.70 
772,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3620 ,04/28/11,AMERICAN EXPRESS,LP,AX,NKL/MHGNY CEILING FAN_LIGHTING,539.90 
773,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3620 ,04/28/11,AMERICAN EXPRESS,TAX,AX,NKL/MHGNY CEILING FAN_LIGHTING,48.59 
774,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3620 ,04/28/11,AMERICAN EXPRESS,LP,AX,BRSHD NKL CEILING FAN_LIGHTING,278.90 
775,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3620 ,04/28/11,AMERICAN EXPRESS,TAX,AX,BRSHD NKL CEILING FAN_LIGHTING,25.10 
776,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3620 ,04/28/11,AMERICAN EXPRESS,LP,AX,IVRY CRCKLE TBL LMP_LIGHTING I,131.00 
777,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3620 ,04/28/11,AMERICAN EXPRESS,TAX,AX,IVRY CRCKLE TBL LMP_LIGHTING I,11.79 
778,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3621 ,04/28/11,AMERICAN EXPRESS,LP,AX,SWAG CHROME FLR LAMP_LIGHTING,229.00 
779,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3621 ,04/28/11,AMERICAN EXPRESS,TAX,AX,SWAG CHROME FLR LAMP_LIGHTING,20.61 
780,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3627 ,04/28/11,AMERICAN EXPRESS,LP,AX,46 DYNEX TV_BESTBUY,549.99 
781,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3627 ,04/28/11,AMERICAN EXPRESS,TAX,AX,46 DYNEX TV_BESTBUY,48.12 
782,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3905 ,04/28/11,SMITHnCARYN,LP,PCV,4X BLK/GOLD PLANT URNS PERINOS,500.00 
783,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3905 ,04/28/11,SMITHnCARYN,TAX,PCV,4X BLK/GOLD PLANT URNS PERINOS,43.75 
784,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3910 ,04/29/11,SMITHnRICHARD B.,LP,PCV,BOX SPRING BIG LOTS,130.00 
785,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3910 ,04/29/11,SMITHnRICHARD B.,TAX,PCV,BOX SPRING BIG LOTS,11.38 
786,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 30X30 PSTR FRM#LJ234927,89.20 
787,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,1OF2 26X26 FRM W/GLS_LEMIEUX,143.23 
788,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 3X 26X26 FRMS_LEMIEUX,503.08 
789,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 18X36 FRM W/GLS_LEMIEUX,124.64 
790,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 3X 18X36 FRMS_LEMIEUX,328.91 
791,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 2X 24X12 FRM W/GLS,99.04 
792,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 6X 24X12 FRMS_LEMIEUX,225.00 
793,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 30X8 FRM W/GLS_LEMIEUX,77.61 
794,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,3999 ,05/04/11,LEMIEUX GALLERIES INC,LP,AP,2OF2 18X18 FRM W/GLS_LEMIEUX,98.05 
795,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,4003 ,05/04/11,PICTURE PERFECT UPHOLSTERY,LP,AP,HEADBOARD PANEL,128.00 
